"","Track_ID","_TargetID","_Day","_Trial","_Arena","Probe","Sexo","tratamiento","strategy","name","confidence","1","2","3","4","5","6","7","8","9","path.length","mean.velocity","sd.velocity","total.time","latency.to.goal","goal.crossings","old.goal.crossings","coverage","mean.d.centroid","mean.d.goal","mean.d.old.goal","mean.d.origin","sd.d.centroid","sd.d.goal","sd.d.old.goal","sd.d.origin","centroid.goal.displacement","centroid.old.goal.displacement","mean.initial.heading.error","initial.trajectory.error","initial.reversal.error","turning","turning.absolute","efficiency","roaming.entropy","time.in.zone.pool","time.in.zone.wall","time.in.zone.far.wall","time.in.zone.annulus","time.in.zone.goal","time.in.zone.old.goal","time.in.zone.n.quadrant","time.in.zone.e.quadrant","time.in.zone.s.quadrant","time.in.zone.w.quadrant"
"fluoxetina_grupo1_331","fluoxetina_grupo1_331","1-2","8","2","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.516,0.006,0.014,0,0.03,0.012,0.354,0.516,0.052,0.016,108.170517620359,23.0269337875844,8.79806927242664,4.6998,5.4,1,1,0.14989178391184,26.8975240933689,47.5453531622258,35.3605103086369,29.793555487249,11.1834624624922,27.2452711411973,21.1292407629711,9.09648128996317,47.062694150754,28.0230520237788,40.9558303285299,27.5562871962099,50.8254739676867,0.0644978607797962,0.159882786951863,3.125,0.617349463618459,60,2.72727272727273,4.09090909090909,9.54545454545454,1.36363636363636,2.72727272727273,17.7272727272727,0,21.8181818181818,20.4545454545455
"fluoxetina_grupo1_332","fluoxetina_grupo1_332","1-2","8","3","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.552,0.032,0.062,0.058,0.552,0.058,0.194,0.002,0,0.042,454.591485327301,19.9487708743221,9.06775947336669,22.7418,NA,0,0,0.338489075601258,28.6310933039093,42.8282595246561,48.3607179031463,31.2670432496287,11.7219480755281,20.8643220090958,19.3420440158633,10.237670618096,36.2390794985895,41.9675930036555,107.244745637087,79.2122579405486,29.1023306290063,-0.0122411994022187,0.306822359992639,0,0.775722829308047,60,0,6.08695652173913,18.2608695652174,0,0,22.0289855072464,19.4202898550725,9.85507246376812,8.69565217391304
"fluoxetina_grupo1_333","fluoxetina_grupo1_333","1-2","8","4","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.61,0.006,0.1,0.052,0.61,0.038,0.162,0,0,0.032,842.356062670719,20.3540017510441,8.75098397065078,41.45802,30.942,2,2,0.131676798014709,24.7044937596577,39.7211446056339,44.8758625377122,25.5641940412352,13.5709083054387,21.2773408322965,19.6302886489322,13.4414972532213,35.2565703636253,39.9081713548373,39.8641610007122,31.8582834446553,45.2631177012808,-0.000474754270172751,0.429013596613193,0,0.804525035514377,60,2.38095238095238,1.9047619047619,12.8571428571429,0.793650793650794,0.634920634920635,26.1904761904762,13.8095238095238,12.8571428571429,7.14285714285714
"fluoxetina_grupo1_334","fluoxetina_grupo1_334","2-2","8","1","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.366,0.128,0.134,0.112,0.366,0.024,0.062,0.004,0,0.17,1077.43260948726,18.5376808452414,8.53851333313234,58.2282,NA,0,1,0.537167723325713,26.627400599439,69.0721855363901,36.1631775160887,42.1495371907432,14.2558590001738,18.2008889917976,14.6075572077712,12.8920074305004,64.6772676248842,24.6846956250773,161.796649169682,71.0933527413077,12.9013489217213,-0.000604316722898718,0.420714734726795,0,0.811122483690351,57.381404174573,21.7457305502846,7.2865275142315,13.0929791271347,0,0.79696394686907,2.39089184060721,3.87096774193548,18.1024667931689,33.0170777988615
"fluoxetina_grupo1_335","fluoxetina_grupo1_335","2-2","8","2","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",9,"perseverance",0.506,0.032,0.166,0.02,0.23,0.026,0.02,0,0,0.506,925.041104508122,15.6942062121864,6.8825571589053,59.0682,NA,0,3,0.329580968369578,27.2116870734696,58.7125413047858,30.821948280115,32.3663478843587,15.6551531214764,19.930671406964,21.9936249278299,13.1999301470028,53.5206516549038,21.0877417338183,43.8584326870555,50.7308048826352,26.4857396355095,-0.0014573355344905,0.559656917963479,11.3207547169811,0.807675248862462,60,7.569573283859,6.23376623376623,14.4712430426716,0,1.66975881261596,8.23747680890538,5.78849721706865,33.0612244897959,12.9128014842301
"fluoxetina_grupo1_336","fluoxetina_grupo1_336","2-2","8","3","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.436,0.018,0.124,0.012,0.268,0.02,0.436,0.08,0,0.042,203.740371286872,18.053483941677,8.23714649206245,11.31,NA,0,1,0.134777666428595,24.9882738419962,56.3642763850137,34.398449426238,31.1173527142815,11.6972185457268,18.1587976933365,21.257981128133,9.75062396933986,52.1539627610812,29.9489935823982,105.880462644606,63.1341974210491,37.9658331134719,-0.0153999639881852,0.626336552015655,0,0.694123347142723,60,3.46153846153846,2.88461538461538,14.4230769230769,0,0.576923076923077,7.5,25.9615384615385,26.5384615384615,0
"fluoxetina_grupo1_337","fluoxetina_grupo1_337","2-2","8","4","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.392,0.03,0.042,0.008,0.292,0.074,0.392,0.136,0.002,0.024,401.183859753724,20.7360865002685,8.91342263334389,17.06202,2.0898,1,0,0.216895756685721,33.498241618371,57.6718398746188,37.195965326424,35.4369702761855,12.6326241596387,25.2804791848491,22.4844920248077,14.049295524146,51.8308296892438,24.2907941791607,NA,80.9915836862078,45.0687810795899,0.00670741520617085,0.607845291642974,0,0.727650199842524,60,13.8053097345133,4.24778761061947,15.929203539823,1.06194690265487,0,9.55752212389381,16.4601769911504,29.2035398230088,4.7787610619469
"fluoxetina_grupo1_338","fluoxetina_grupo1_338","3-2","8","1","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.69,0,0.01,0,0.094,0.018,0.69,0.184,0.002,0.002,326.474903851585,22.3762458005507,8.89951189527318,14.6118,4.53,2,0,0.0967128116397414,25.821975061774,30.013204017774,65.8722813225318,38.3567864705608,12.300678379195,19.1925501032375,12.4973721283133,9.00213079350272,21.6517000207157,60.2320364812277,33.5979839061977,26.2023855402519,74.6644668366419,-0.01349152261938,0.363032708465605,0,0.7248986041529,60,8.95522388059701,8.05970149253731,23.2835820895522,2.6865671641791,0,36.2686567164179,18.8059701492537,1.34328358208955,3.58208955223881
"fluoxetina_grupo1_339","fluoxetina_grupo1_339","3-2","8","2","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.582,0.002,0.008,0.002,0.028,0.008,0.316,0.582,0.042,0.012,131.695116143876,22.3798736344871,10.1072459851101,5.92002,6.18,1,0,0.0401085851634701,33.3618855149096,40.7466855281555,52.5744411532247,36.5507020540871,14.0017682556631,29.2675382293117,25.9060770715618,14.8758894989787,35.5043422505084,45.354442876539,48.8442140851839,21.7222923283893,56.861237974564,0.0147550202798081,0.451093156429899,33.3333333333333,0.638692706883532,60,19.6363636363636,4.36363636363636,14.1818181818182,2.18181818181818,0,32.7272727272727,4.36363636363636,22.9090909090909,0
"fluoxetina_grupo1_340","fluoxetina_grupo1_340","3-2","8","3","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.498,0,0.012,0,0.064,0.01,0.396,0.498,0.02,0,247.96544359091,19.6080813814783,7.65119511677724,12.672,1.9902,2,0,0.0257040892016593,17.8750810461496,18.0950981015444,70.8332330525013,38.8183920307378,7.51099038936699,8.92789853914098,9.57860920239557,7.38571889308585,5.43603345369549,68.8457164197652,27.3571985105751,9.60950071543782,81.125360424469,0.0155294009692999,0.678184217649995,10,0.672940372460439,60,4.13793103448276,8.27586206896552,32.5862068965517,3.62068965517241,0,53.7931034482759,0,0,6.20689655172414
"fluoxetina_grupo1_341","fluoxetina_grupo1_341","3-2","8","4","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.352,0.032,0.062,0.114,0.352,0.194,0.208,0.008,0,0.03,503.165895308831,20.9913053773298,8.2189340414535,24.048,11.628,1,0,0.226048262419198,37.6660319483966,44.4308340197181,51.9732440550228,38.4584208175763,13.9757422764241,29.4796627137747,21.8328063201288,12.6335532635839,35.1926399815764,39.3083311729221,45.794364113183,32.2784002701497,42.4687075857036,0.0144773855004138,0.365530872587527,42.5,0.78015701738666,59.1780821917808,9.86301369863014,12.3287671232877,20,1.0958904109589,0,27.1232876712329,9.86301369863014,10.6849315068493,11.5068493150685
"fluoxetina_grupo1_342","fluoxetina_grupo1_342","4-2","8","1","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.398,0.03,0.036,0.162,0.398,0.148,0.106,0.004,0,0.116,1475.40286092504,25.5614865913851,9.92557239069665,59.54202,14.688,1,3,1.02875301100262,33.8631287341189,62.1363406225134,38.2168023643322,37.6734951614291,12.0915075661585,20.6776642522661,19.7182834322278,12.3202937476505,54.7175874624391,23.514105980265,103.014591045489,81.8577536217554,8.43126491103203,-0.00825713591524112,0.427149256345794,0,0.874235282591807,60,13.4419551934827,7.82077393075356,17.2301425661914,0.366598778004073,0.977596741344195,6.35437881873727,19.6741344195519,26.0285132382892,7.94297352342159
"fluoxetina_grupo1_343","fluoxetina_grupo1_343","4-2","8","2","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.538,0.01,0.064,0.016,0.194,0.044,0.538,0.084,0,0.05,175.726969551316,25.2076578836573,9.10348202760479,6.98802,NA,0,0,0.108715079301314,32.8288811640469,57.0353686780682,37.0415287768374,34.4040894979516,11.2370374994253,24.3140859298428,20.4738473643363,12.9880029721474,51.8140849954326,23.7966622140437,74.9331840103536,62.7545266577639,20.4446329397228,0.0189540005035802,0.162164294910656,0,0.678904073744952,60,6.5625,14.0625,12.1875,0,0,7.5,17.8125,29.0625,5.625
"fluoxetina_grupo1_344","fluoxetina_grupo1_344","4-2","8","3","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.344,0.016,0.02,0.018,0.344,0.27,0.296,0.01,0,0.026,442.309459343631,22.7104117256468,10.3163546601218,19.55802,8.808,2,0,0.494988278660287,35.3992845021786,48.1551275331628,44.2190002447834,36.3916727632081,13.8844066894476,29.28472164639,23.8416392178721,12.6167145918628,41.445593868844,32.8628158918429,120.525521552112,85.5774437804729,41.1281276500645,-0.00776664464976328,0.385478104995699,0,0.763069416883383,60,7.70949720670391,10.7262569832402,22.4581005586592,5.02793296089385,0,20.4469273743017,5.02793296089385,21.7877094972067,12.7374301675978
"fluoxetina_grupo1_345","fluoxetina_grupo1_345","4-2","8","4","Arena_SO.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.832,0,0.012,0,0.074,0.008,0.832,0.074,0,0,244.705032856945,21.8352722320452,9.95662345605204,11.5482,11.58,1,0,0.0931567582629933,27.9792144308745,37.8517649637428,47.4041738730718,28.97053032294,13.6405543070182,26.5723699565137,17.9283044581527,12.6005161579711,34.6971720041352,39.4046915251655,51.7913780067732,48.8313025015717,39.1217906543144,0.0169185814661143,0.30081818752322,0,0.707605766729176,60,4.2,1.2,15,6,0,27.6,11.4,10.2,10.8
"fluoxetina_grupo1_346","fluoxetina_grupo1_346","1a","9","1","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",9,"perseverance",0.452,0.028,0.132,0.044,0.276,0.028,0.038,0.002,0,0.452,1394.11058526282,23.4843194027509,9.55096420708603,59.502,NA,0,6,0.379109959472258,23.8094850964891,65.2236581379833,30.5161003597474,37.0839443475222,11.0070699538555,19.2148371801734,16.0429206842894,12.1959372963344,62.721294942237,22.2804379650888,64.0238037341923,70.8800897572795,35.3267819649625,0.00153050595119451,0.425921351108236,0,0.819829567669508,59.0036900369004,9.52029520295203,8.19188191881919,17.9335793357934,0,1.88191881918819,4.64944649446494,0.22140221402214,25.0184501845018,29.1143911439114
"fluoxetina_grupo1_347","fluoxetina_grupo1_347","1a","9","2","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.528,0.012,0.094,0.004,0.188,0.008,0.528,0.16,0,0.006,202.977920286829,21.5891346238469,10.8418188631384,9.48198,NA,0,0,0.0534386092064987,18.1046547760708,34.5916120505856,47.5563671419676,22.0635766814937,13.7003722885314,16.8173028464304,11.4149988893647,11.6536841881172,31.5705692399327,42.8802477789941,10.3015104168714,30.2606266293347,48.2246816889443,-0.00383573535763139,0.312486922158639,79.1666666666667,0.659810464682092,60,2.06896551724138,1.37931034482759,5.51724137931035,0,0,28.2758620689655,5.51724137931035,0,26.2068965517241
"fluoxetina_grupo1_348","fluoxetina_grupo1_348","1a","9","3","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.404,0.02,0.056,0.046,0.338,0.082,0.404,0.026,0,0.028,365.003233341723,19.692822621991,9.0102590391421,18.588,NA,0,1,0.284310793171028,34.3805198536569,45.3322708763935,45.6249022787155,35.6696166907779,11.4536698598683,28.431851854894,22.7464143989205,10.9804573107219,39.1818456386074,35.8846081478776,75.0139331752409,47.5322464442824,30.5406386973161,-0.0324978549489855,0.311072298667383,0,0.755313350024826,60,11.2280701754386,3.85964912280702,14.7368421052632,0,1.05263157894737,23.859649122807,3.85964912280702,16.140350877193,16.140350877193
"fluoxetina_grupo1_349","fluoxetina_grupo1_349","1a","9","4","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.48,0.01,0.082,0.01,0.274,0.042,0.48,0.088,0,0.014,267.96772620467,17.7846901716505,8.96690673870024,15.12,NA,0,0,0.0739436731660177,21.7599012740511,38.8298959362211,43.7689283954476,26.202249846193,10.2217993749049,17.4581531155853,19.4446727626165,8.37425269777142,35.0025681812468,41.6150027111586,59.5402054441854,21.144429149069,58.7425461147199,-0.0127531132247577,0.302453577616654,0,0.708845337486898,60,0.434782608695652,0.434782608695652,9.56521739130435,0,0,18.2608695652174,3.91304347826087,12.6086956521739,25.2173913043478
"fluoxetina_grupo1_350","fluoxetina_grupo1_350","2a","9","1","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.522,0.002,0.022,0.002,0.08,0.006,0.348,0.522,0.016,0.002,114.722626261639,25.5471553645571,11.961021769842,4.4604,NA,0,0,0.00764511145310555,17.2396686847434,30.3681374529894,59.4114577361348,32.110979092547,10.5622080404284,16.5566713482587,15.5632573620097,8.48122217418946,29.0383331488829,56.9399409709897,8.03494869458848,26.2324148335604,72.0381925647777,0.109755899651302,0.586953800780562,80.9523809523809,0.598457318678815,60,0,0,29.2682926829268,0,0,36.5853658536585,20.4878048780488,2.92682926829268,0
"fluoxetina_grupo1_351","fluoxetina_grupo1_351","2a","9","2","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.4,0.012,0.034,0.01,0.114,0.028,0.4,0.376,0.008,0.018,130.855449548666,29.8035320455355,10.5181000756039,4.3902,NA,0,0,0.17853987898231,30.1136338343015,52.6351618597127,43.0318076202454,36.3716057340459,12.7138948039657,24.0222828032624,23.5575455923482,7.18353650253922,48.4461789552071,35.0549011521717,38.7922606792329,38.0237179139547,54.9848044826932,-0.0786573758019964,0.200917006416288,0,0.642063953777741,60,5.85365853658537,1.46341463414634,21.9512195121951,0,0,11.7073170731707,26.3414634146341,21.9512195121951,0
"fluoxetina_grupo1_352","fluoxetina_grupo1_352","2a","9","3","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.596,0,0.008,0.002,0.062,0.098,0.596,0.226,0.008,0,254.1403331923,22.5741056032354,8.99199747373889,11.25,2.4102,1,1,0.232935862557593,32.1038188118537,39.3742183880095,46.8853274605258,33.4709122219409,8.4779506114458,24.8602202590556,26.4393234395294,9.97191077890383,32.2825544354719,42.4885173958164,13.5439362118208,12.9611877542145,61.4699177484402,0.00373548797822348,0.386334153327978,50,0.720725935018967,60,3.49514563106796,4.66019417475728,20.9708737864078,2.9126213592233,1.74757281553398,26.2135922330097,5.24271844660194,17.4757281553398,11.0679611650485
"fluoxetina_grupo1_353","fluoxetina_grupo1_353","2a","9","4","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.644,0,0.014,0,0.074,0.004,0.644,0.262,0,0.002,248.312451495508,22.6970436624958,8.28228617213362,10.96998,4.6902,1,0,0.207454366909941,22.6714350191976,26.2308140829246,64.2158088759345,34.8043154677907,8.77981026483556,12.1740848050159,12.2464750945219,11.5726502471082,15.724629620884,60.7213668082902,32.3395870429222,17.1117330507462,57.2303573988491,-0.0275387128814323,0.27987028760132,0,0.716705624395536,60,5.34653465346535,7.72277227722772,21.3861386138614,2.37623762376238,0,40.990099009901,3.56435643564356,0,15.4455445544554
"fluoxetina_grupo1_354","fluoxetina_grupo1_354","3a","9","1","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.698,0,0.008,0,0.168,0.074,0.698,0.048,0,0.004,288.41792107704,27.8367239573924,10.4684776466248,10.3818,9,1,0,0.129229284640842,27.8808394605357,36.1038524761821,53.2665648530342,32.0755209118157,10.0698399513697,21.5648178722517,20.2456988138124,10.0749231176146,30.3023443468449,48.1719203391847,39.6635016716759,27.2399450807082,46.8226121441339,0.0266316325965717,0.304229642713456,9.52380952380952,0.734051811575047,60,0,3.78947368421053,24,1.89473684210526,0,29.0526315789474,19.5789473684211,8.21052631578947,3.15789473684211
"fluoxetina_grupo1_355","fluoxetina_grupo1_355","3a","9","2","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",5,"chaining",0.284,0.014,0.036,0.066,0.276,0.284,0.284,0.016,0,0.024,355.438911199345,28.9370751685881,11.2255221797434,12.33198,NA,0,0,0.324546505822212,37.2420325477494,45.1345267217443,51.9330442916817,39.5934163248881,10.4532913558129,24.8059771358478,22.6088277889098,7.1731813819796,34.3703402746764,40.9614117081352,73.6581655004098,62.2320054634269,39.98582878971,-0.0048537433844353,0.250607023815558,0,0.761217287332652,60,6.90265486725664,14.8672566371681,19.646017699115,0,0,20.7079646017699,7.96460176991151,10.6194690265487,20.7079646017699
"fluoxetina_grupo1_356","fluoxetina_grupo1_356","3a","9","3","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.418,0.01,0.044,0.008,0.08,0.018,0.338,0.418,0.08,0.004,71.4200331752351,30.6434533749723,9.57756673059569,2.32002,NA,0,0,0.0661963820519045,17.468417789301,36.3266103345949,49.1178012005004,22.8557531060603,5.68308773753661,15.8131355813646,9.90767887636024,10.0266681050038,35.3738459205265,47.0663082810746,83.7841526740854,37.7507891838038,38.8978107867268,-0.141216318703398,0.456514527237829,0,0.565587989272184,60,0,0,8.18181818181818,0,0,24.5454545454545,35.4545454545455,0,0
"fluoxetina_grupo1_357","fluoxetina_grupo1_357","3a","9","4","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.328,0.022,0.08,0.044,0.206,0.246,0.328,0.042,0,0.032,211.038374861345,24.6663045491167,9.88317296206436,8.56002,NA,0,1,0.386609094047505,37.7634679034932,57.8135496197265,39.7263897444897,39.2848265913269,8.25631583399912,22.6783432514841,23.9758365721063,6.79663582292684,48.2394299179261,25.892002757734,135.345595772401,73.2386619757625,47.2466211278648,-0.0698141491135632,0.317852870907743,0,0.699187548232027,60,6.83544303797468,4.55696202531646,36.4556962025316,0,3.79746835443038,9.87341772151899,11.3924050632911,22.0253164556962,16.7088607594937
"fluoxetina_grupo1_358","fluoxetina_grupo1_358","4a","9","1","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.594,0.004,0.028,0.004,0.272,0.046,0.594,0.042,0.002,0.008,316.146362620917,24.2485671922921,10.8470695933638,13.12002,13.212,1,0,0.112320819971994,26.7501708964119,46.6447039293723,38.400576639225,28.7361449546622,11.6422919247465,24.5302365289505,19.2956965219599,11.3717131338378,44.1350840453878,31.1519823980723,19.9862678116286,24.6041385144857,51.7791443733865,0.00940157500446865,0.338022038227558,62.5,0.732164611587946,60,1.5,4,15,2.5,0,19,3,21,17
"fluoxetina_grupo1_359","fluoxetina_grupo1_359","4a","9","2","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.466,0,0.008,0,0.07,0.05,0.466,0.374,0.01,0.022,147.093442139384,22.9197272495678,10.9051393699601,6.4122,6.93,1,1,0.0751555066509194,35.2615802080717,41.07543148413,46.2804437770445,36.7659287215866,14.4908884412641,34.2366044074025,27.9357394448803,14.3728346249121,38.0376407203903,37.5969651856835,74.4832555039518,43.4190136092519,30.8255436740441,0.00858914223903449,0.302077824678093,0,0.638625731045458,60,17.2881355932203,7.11864406779661,14.2372881355932,4.06779661016949,2.03389830508475,31.5254237288136,0,25.4237288135593,3.05084745762712
"fluoxetina_grupo1_361","fluoxetina_grupo1_361","4a","9","4","Arena_SO.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.53,0.008,0.058,0.002,0.292,0.038,0.53,0.066,0,0.006,279.389217226606,23.0604405580172,9.12312608130186,12.1518,12.678,1,0,0.0676716602863321,22.889360202539,40.0051746215539,43.5574350342612,24.0437073180063,10.5145703896103,17.1855213286042,15.3735206353391,9.75904733392401,35.3649680804373,38.8647466833237,80.7303838679175,36.8753064263878,39.1582438835043,-0.00183882960430914,0.458452040633372,0,0.720882875296381,60,0,0,7.02702702702703,2.7027027027027,0,17.2972972972973,11.8918918918919,4.86486486486486,25.9459459459459
"fluoxetina_grupo1_362","fluoxetina_grupo1_362","1b","9","1","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",4,"scanning",0.534,0.034,0.084,0.068,0.534,0.038,0.192,0.006,0,0.044,431.377203920654,24.7262466278628,8.87978034603814,17.502,NA,0,0,0.315588967994588,25.0489127509181,51.3513673600151,34.5095625794581,25.8184932768848,10.0119627203614,18.2641514573121,15.9001400949637,11.6360564695899,47.5431248459721,26.5357051521328,38.9625910663032,48.9596536343957,48.539794849175,-0.00153375421932289,0.265263711582795,0,0.76925658244883,60,0,0.375,17.25,0,0,11.25,10.5,21.375,16.875
"fluoxetina_grupo1_363","fluoxetina_grupo1_363","1b","9","2","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.656,0.002,0.008,0,0.128,0.022,0.656,0.184,0,0,199.714844493314,21.5607404325656,9.65792715718874,9.3102,6.258,1,0,0.163414954754591,26.4336736328242,29.8310085396067,60.9821328161424,33.3386861937611,7.88591282326512,14.3398724292023,12.9730266005393,10.1440012030279,18.3510295345673,55.8676312133632,50.1817779870811,35.1457050013227,39.252266431889,0.00878656365355494,0.392219066561357,0,0.691162815003011,60,0,0,34.1860465116279,2.09302325581395,0,30,11.1627906976744,0,18.8372093023256
"fluoxetina_grupo1_364","fluoxetina_grupo1_364","1b","9","3","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.634,0.002,0.014,0.002,0.21,0.074,0.634,0.062,0,0.002,326.054533040595,20.8587019237482,8.20402336934728,15.69198,7.638,1,0,0.153782006143334,27.4264903569264,35.2539817942282,53.0442570698316,30.6810641051423,12.1950824071833,19.3572442350937,20.0656157452909,11.8685399312241,26.754908742792,48.1505358215679,77.7664408029905,40.1494028354096,34.984435225397,-0.0339330832737103,0.577180234583452,0,0.747174766049212,60,5,1.25,19.1666666666667,2.08333333333333,0,26.6666666666667,15.8333333333333,9.16666666666667,8.33333333333333
"fluoxetina_grupo1_365","fluoxetina_grupo1_365","1b","9","4","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.598,0.002,0.03,0,0.18,0.042,0.598,0.144,0,0.004,203.027370772048,19.6157906933421,9.04183839861929,10.37802,9.498,1,0,0.0402150712548438,24.0433269887596,30.244189447628,53.8290885625109,28.2170275806249,8.8251693623112,17.4481435731651,20.4401341738032,14.4881964919558,23.6846479946958,51.6708588121259,77.7476165202221,40.9295547007294,41.174784128153,-0.0471749616703714,0.432394835140335,0,0.677050937780731,60,0.631578947368421,6.31578947368421,20.2105263157895,1.26315789473684,0,30.9473684210526,5.05263157894737,9.47368421052632,14.5263157894737
"fluoxetina_grupo1_366","fluoxetina_grupo1_366","2b","9","1","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",9,"perseverance",0.624,0.024,0.136,0.02,0.156,0.01,0.028,0.002,0,0.624,1351.92484687857,22.7866672903452,9.35422921425902,59.51202,NA,0,5,0.17031762548178,30.3252178757272,69.8080935042084,30.1952726832623,39.4511441626894,13.5172219305992,16.4048921180604,17.6458645051033,11.1341949666526,63.5787599375252,10.9804064296002,50.5106395085903,59.6387495509421,15.0264715751902,0.00738406330934793,0.542259227262547,12,0.849312589311355,59.6678966789668,11.9557195571956,8.08118081180812,22.029520295203,0,1.54981549815498,0,15.0553505535055,34.0959409594096,10.5166051660517
"fluoxetina_grupo1_367","fluoxetina_grupo1_367","2b","9","2","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.408,0.028,0.082,0.016,0.146,0.012,0.408,0.28,0,0.028,157.916695650875,21.4890652168994,10.4906573531773,7.35198,NA,0,0,0.0137192578506672,26.1943047898133,59.0792030505126,36.9807938764659,34.0591548684293,12.2415680764421,23.7421080280576,19.1687601620535,13.7589000786348,57.0919845036948,29.7873219421145,65.9010901220722,51.8276161905986,23.6944255047469,-0.0713998330361317,0.593462705761086,21.4285714285714,0.650277609142829,60,15,0.882352941176471,15,0,0,7.05882352941176,14.1176470588235,38.8235294117647,0
"fluoxetina_grupo1_368","fluoxetina_grupo1_368","2b","9","3","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.572,0.004,0.088,0.006,0.224,0.01,0.572,0.092,0,0.004,204.780188383912,17.0420340383,7.7937349862713,12.03798,NA,0,0,0.0549907239784508,21.5029860427635,30.4442643116292,54.0283728877351,25.7567546622174,8.21877758832275,12.048134623104,15.4743448764278,11.8731542843853,23.2537651070275,51.3519252220397,46.021927707421,28.8270324521967,51.6828965906517,8.75894060319201e-05,0.528382957290748,12,0.67974027975624,60,0,0.540540540540541,15.6756756756757,0,0,30.8108108108108,17.8378378378378,8.10810810810811,3.24324324324324
"fluoxetina_grupo1_369","fluoxetina_grupo1_369","2b","9","4","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.528,0.01,0.068,0.006,0.152,0.014,0.528,0.212,0,0.01,179.962219421368,24.6804048404862,8.7233177481552,7.33002,NA,0,0,0.111051576216768,24.8828964743318,36.0475234846612,49.8375520553028,26.965600561637,8.85259293513652,19.3124860126923,15.6602501429793,10.0575339608849,30.6213490553663,45.329267667421,20.3836449984668,14.895395530163,62.1299799452728,-0.00989308080301912,0.251133839242723,20,0.673993574591681,60,0.895522388059702,1.7910447761194,7.16417910447761,0,0,29.5522388059701,17.910447761194,10.7462686567164,1.7910447761194
"fluoxetina_grupo1_370","fluoxetina_grupo1_370","3b","9","1","Arena_SO.txt","FALSE","masculino","CUMS_ctrl",7,"corrected search",0.452,0.022,0.056,0.012,0.08,0.008,0.186,0.452,0.174,0.01,92.907358749485,28.8281934766807,12.1012803024,3.38022,NA,0,0,0.0331564176504077,24.9930731897368,57.0313589338303,39.7394606354984,33.4310015614186,12.3354990971337,27.8375658450692,11.6224457043261,14.1465058076043,57.8802032468168,29.9755753501119,37.1812066566881,15.3355796760344,61.2627129990176,0.0351461178704912,0.351544745678902,35.7142857142857,0.591132015721566,60,18,0,8,0,0,14,20,26,0
